Lake_Name,Year,Month,Target_NDCI,Air_Temp_C,Surface_Temp_C,Rainfall_mm,Wind_Speed,Lagged_NDTI,Lagged_Air_Temp_C,Lagged_Surface_Temp_C,Lagged_Wind_Speed
Mettur_Dam,2024,1,0.16229110299305927,25.0656087813839,32.72538120274862,20.80710804462433,1.0140381667779492,,25.10837418340867,32.72538120274862,1.1887562856575973
Mettur_Dam,2024,2,0.15139470997964757,27.71482063381154,37.9292042271955,6.262345559895038,1.180026853097659,-0.00032798921417095977,25.0656087813839,32.72538120274862,1.0140381667779492
Mettur_Dam,2024,3,0.14630024278065187,29.90734060143916,37.36148473550321,6.808655950240791,1.2367918245587328,0.01170129990188226,27.71482063381154,37.9292042271955,1.180026853097659
Mettur_Dam,2024,4,0.1388860071727832,32.30681633419465,39.72333611895067,7.856271577998996,1.3579066900059111,0.017842638105028796,29.90734060143916,37.36148473550321,1.2367918245587328
Mettur_Dam,2024,5,0.17029535713852512,29.345513731433527,41.565414098244105,285.60234245657915,0.35001708085340094,0.022173432488481352,32.30681633419465,39.72333611895067,1.3579066900059111
Mettur_Dam,2024,8,0.2833252006032243,26.554689743698304,38.68018924825344,190.8847459256649,0.6939810909401785,,26.39455010608964,38.68018924825344,1.3790048442597151
Mettur_Dam,2024,9,0.23051555356573736,27.538277626037598,39.88799852950626,43.97759949788451,1.2193945319280837,-0.019447169386065527,26.554689743698304,38.68018924825344,0.6939810909401785
Mettur_Dam,2024,10,0.26517106071925206,25.798899033249086,34.33479766992076,343.48163732886314,0.2620854292865574,-0.0031387581237596316,27.538277626037598,39.88799852950626,1.2193945319280837
Mettur_Dam,2024,11,0.2557524844577697,24.907679112752305,32.9772333460229,90.49640734121203,0.9531504567023702,-0.025447069037598177,25.798899033249086,34.33479766992076,0.2620854292865574
Mettur_Dam,2024,12,0.2311635181139036,24.25251044816872,33.950941372629245,85.12027467414737,0.7311318787301669,-0.01961964943189971,24.907679112752305,32.9772333460229,0.9531504567023702
Mettur_Dam,2025,1,0.2172030611231554,23.329285270937078,32.17409187845078,12.309828028082848,1.1621580910912181,-0.015197729400737488,24.25251044816872,33.950941372629245,0.7311318787301669
Mettur_Dam,2025,2,0.16414120083397038,25.98390434355963,34.58700812598971,6.835025774315,0.8390353421756045,-0.011523954598951617,23.329285270937078,32.17409187845078,1.1621580910912181
Mettur_Dam,2025,3,0.1807740772478777,28.36339426348286,39.11413790924291,43.29782144725323,0.7957930433728764,0.00710196825538153,25.98390434355963,34.58700812598971,0.8390353421756045
Mettur_Dam,2025,4,0.2107485135959196,29.064014964633543,40.449177973278324,25.77217403613031,0.3384086111006776,0.006303811103712772,28.36339426348286,39.11413790924291,0.7957930433728764
Mettur_Dam,2025,5,0.2423471780793735,28.414301029328385,39.469456455080376,339.4501990675926,0.6490086777563578,-0.005062633428144687,29.064014964633543,40.449177973278324,0.3384086111006776
Mettur_Dam,2025,6,0.2656133928440271,26.943602773878354,39.04483052439366,77.10727079212666,1.2233216698749823,-0.0071920259126894365,28.414301029328385,39.469456455080376,0.6490086777563578
Mettur_Dam,2025,9,0.25787083364066093,26.74810066223148,38.96253455649435,128.21497781574726,1.1350814753523257,,26.04152512088899,38.96253455649435,1.1187482014007146
Mettur_Dam,2025,11,0.2599430195996809,25.226127264234776,37.328183030960645,44.47541399113834,0.9154838017795683,,25.776417340514513,37.328183030960645,0.17017107589353037
Mettur_Dam,2026,1,0.1752051253020506,23.62901553082213,32.29169311614521,19.11391167342663,1.2169288101489018,,23.34026130348127,32.29169311614521,1.2641423434066348
Mettur_Dam,2026,2,0.14947431835333605,25.798992138817198,35.092536361115606,8.746005581691861,0.9802330642953814,-0.005313214551140156,23.62901553082213,32.29169311614521,1.2169288101489018
